user_id,puntaje_sisben,puntaje_centrado,elegible,tratado,edad,genero,estrato,tam_hogar,num_menores,zona,nivel_educativo,cod_departamento,cod_municipio
USER_000100,0.03648119299937279,-0.0015188070006272106,1,1,59,2,2,2,1,1,3,73,73056
USER_000101,0.018769438869243787,-0.01923056113075621,1,1,49,1,1,6,1,1,5,8,8094
USER_000102,0.03369032015851962,-0.004309679841480382,1,1,31,2,1,3,2,1,3,50,50064
USER_000103,0.03485928225209846,-0.0031407177479015405,1,1,35,2,1,5,0,1,2,68,68024
USER_000104,0.027965840961675717,-0.010034159038324282,1,1,55,1,1,5,1,2,2,25,25015
USER_000105,0.03758071432500986,-0.0004192856749901386,1,0,54,1,2,5,0,2,4,11,11031
USER_000106,0.04606076285221808,0.00806076285221808,0,0,51,2,2,2,1,1,5,11,11089
USER_000107,0.06829278851815795,0.030292788518157955,0,0,74,1,3,5,1,1,3,8,8064
USER_000108,0.04261866719247759,0.004618667192477589,0,0,62,1,1,5,2,2,3,25,25040
USER_000109,0.04386325586084146,0.005863255860841458,0,0,40,2,1,5,0,1,4,66,66083
USER_000110,0.0388833112635075,0.0008833112635074983,0,0,49,2,1,5,2,1,3,63,63039
USER_000111,0.011218431770514379,-0.02678156822948562,1,0,63,1,2,4,0,2,4,11,11056
USER_000112,0.039602291868261745,0.001602291868261746,0,0,20,2,1,3,0,2,4,68,68009
USER_000113,0.0409034531491154,0.002903453149115401,0,0,72,2,1,4,1,1,4,11,11002
USER_000114,0.07694863168727929,0.03894863168727929,0,0,60,2,1,6,0,1,2,68,68047
USER_000115,0.037114585528283166,-0.0008854144717168333,1,1,39,2,1,5,0,1,1,68,68074
USER_000116,0.04452321013500419,0.00652321013500419,0,0,40,1,1,2,2,1,5,66,66060
USER_000117,0.03947932345442135,0.0014793234544213524,0,0,21,1,1,7,2,1,5,73,73014
USER_000118,0.02246982943570702,-0.01553017056429298,1,0,30,1,1,6,2,1,4,73,73064
USER_000119,0.05714234221772531,0.01914234221772531,0,0,49,1,1,6,2,1,2,5,5047
USER_000120,0.05127899549030161,0.013278995490301614,0,0,46,2,1,6,1,2,3,25,25002
USER_000121,0.0518654792056457,0.013865479205645702,0,0,57,2,2,2,2,1,4,11,11099
USER_000122,0.02635918817807892,-0.01164081182192108,1,1,57,2,1,6,1,2,2,73,73049
USER_000123,0.06104191466404149,0.023041914664041492,0,0,72,2,1,2,1,1,5,25,25011
USER_000124,0.018972234058115788,-0.01902776594188421,1,1,62,2,2,3,2,1,4,25,25022
USER_000125,0.048802856407004054,0.010802856407004055,0,0,72,2,1,4,1,1,4,50,50009
USER_000126,0.07285683438714968,0.034856834387149684,0,0,27,2,2,5,0,1,4,11,11049
USER_000127,0.025141955123039676,-0.012858044876960323,1,1,30,2,1,4,2,1,3,47,47045
USER_000128,0.03150553405595842,-0.006494465944041579,1,1,62,1,1,3,0,2,2,11,11042
USER_000129,0.04149477047631462,0.003494770476314621,0,0,73,1,1,4,0,1,2,25,25044
USER_000130,0.032447865188257013,-0.0055521348117429856,1,1,34,1,2,3,0,1,3,73,73064
USER_000131,0.016740048534008012,-0.021259951465991987,1,1,55,1,1,8,2,1,5,76,76062
USER_000132,0.04102844462209041,0.003028444622090412,0,0,19,2,1,4,1,1,1,11,11070
USER_000133,0.024065444294108427,-0.013934555705891572,1,1,34,2,1,8,1,1,4,19,19077
USER_000134,0.047103886459527726,0.009103886459527727,0,0,61,2,1,6,1,1,4,11,11097
USER_000135,0.02620863648649295,-0.011791363513507049,1,1,43,2,1,5,2,2,4,63,63035
USER_000136,0.06324901607526309,0.025249016075263093,0,0,72,2,1,3,0,1,5,11,11051
USER_000137,0.028251200614956444,-0.009748799385043555,1,1,55,1,2,3,0,1,2,11,11005
USER_000138,0.035169077256914864,-0.0028309227430851347,1,1,54,2,1,4,1,1,2,47,47056
USER_000139,0.052202758260545046,0.014202758260545047,0,0,22,1,2,3,2,1,2,11,11099
USER_000140,0.021537035253490672,-0.016462964746509327,1,1,42,2,1,6,2,1,4,19,19038
USER_000141,0.04341189901906194,0.005411899019061944,0,0,26,1,1,4,3,1,2,8,8036
USER_000142,0.059607141314236424,0.021607141314236425,0,0,45,2,3,5,2,1,1,19,19008
USER_000143,0.01588775148158159,-0.02211224851841841,1,1,39,2,2,5,2,1,1,25,25084
USER_000144,0.042769507877984565,0.004769507877984566,0,0,46,2,1,6,0,2,3,66,66018
USER_000145,0.043898241913726356,0.005898241913726357,0,0,52,1,1,7,3,2,3,13,13074
USER_000146,0.05172734307665965,0.013727343076659654,0,0,72,2,2,4,0,1,2,11,11050
USER_000147,0.02144573933682877,-0.016554260663171227,1,0,37,2,3,3,1,2,2,73,73092
USER_000148,0.020193150803735856,-0.017806849196264143,1,1,22,1,2,4,1,2,2,13,13060
USER_000149,0.047829123484253465,0.009829123484253466,0,0,56,2,2,3,2,1,3,8,8066
USER_000150,0.04445477009849779,0.006454770098497792,0,0,61,2,1,4,1,1,3,66,66025
USER_000151,0.04375739275518815,0.005757392755188148,0,0,49,2,3,5,0,1,4,8,8065
USER_000152,0.04519672314245464,0.0071967231424546405,0,0,56,1,1,4,1,1,3,25,25050
USER_000153,0.029799629176322638,-0.008200370823677361,1,1,27,2,1,5,2,1,2,68,68091
USER_000154,0.04348380545741505,0.005483805457415052,0,0,57,1,3,9,1,1,4,66,66071
USER_000155,0.044396087099480216,0.006396087099480217,0,0,34,1,1,5,1,1,2,52,52098
USER_000156,0.029284728729604484,-0.008715271270395515,1,1,54,1,1,3,0,1,4,25,25059
USER_000157,0.06798661766717135,0.029986617667171346,0,1,32,1,1,6,1,2,4,66,66042
USER_000158,0.047107493813676814,0.009107493813676815,0,0,26,2,2,5,2,2,2,8,8074
USER_000159,0.022130447541960273,-0.015869552458039726,1,1,49,1,1,4,1,1,3,76,76035
USER_000160,0.04984830412950745,0.01184830412950745,0,0,40,2,1,2,3,1,3,5,5074
USER_000161,0.02537977494659018,-0.01262022505340982,1,1,28,2,1,8,5,1,4,25,25061
USER_000162,0.05180626905613678,0.013806269056136779,0,0,30,2,1,5,0,1,3,11,11016
USER_000163,0.05737893368511106,0.01937893368511106,0,0,35,2,2,4,1,1,2,68,68084
USER_000164,0.027689765224724345,-0.010310234775275654,1,1,66,2,1,9,1,2,4,73,73057
USER_000165,0.05445064193866483,0.01645064193866483,0,0,73,2,1,2,0,1,4,11,11098
USER_000166,0.04619171390404748,0.008191713904047479,0,0,26,1,1,7,2,2,4,76,76053
USER_000167,0.05233090239991735,0.014330902399917349,0,0,59,2,1,4,1,2,3,54,54057
USER_000168,0.06845189473980921,0.030451894739809214,0,0,22,1,1,3,0,1,4,68,68010
USER_000169,0.036319178259956945,-0.0016808217400430536,1,1,60,1,1,5,0,1,2,52,52073
USER_000170,0.028693957534637656,-0.009306042465362343,1,1,39,2,1,7,2,1,4,76,76047
USER_000171,0.026657283555617153,-0.011342716444382846,1,1,49,1,1,4,1,2,2,11,11088
USER_000172,0.027762845725518428,-0.010237154274481571,1,1,64,2,3,4,1,1,4,8,8005
USER_000173,0.03884347435878844,0.0008434743587884402,0,0,19,1,2,4,0,1,2,54,54069
USER_000174,0.04511727962224965,0.007117279622249652,0,0,38,2,1,7,2,1,4,25,25077
USER_000175,0.04415036198995029,0.006150361989950288,0,0,45,1,1,5,1,1,2,66,66046
USER_000176,0.052407748735540355,0.014407748735540356,0,0,69,1,1,4,2,1,4,25,25006
USER_000177,0.04019502837816861,0.002195028378168609,0,0,41,2,3,5,0,1,2,73,73092
USER_000178,0.061803011157359755,0.023803011157359756,0,0,41,2,1,7,2,1,3,25,25061
USER_000179,0.03603014750143066,-0.0019698524985693397,1,1,31,2,1,5,4,1,4,68,68005
USER_000180,0.08080253749884428,0.04280253749884428,0,1,54,2,3,2,1,1,4,66,66002
USER_000181,0.049385010216475095,0.011385010216475096,0,0,44,1,1,7,0,1,4,11,11049
USER_000182,0.027142636653755763,-0.010857363346244236,1,1,41,2,1,6,4,2,4,47,47028
USER_000183,0.02393661252908332,-0.01406338747091668,1,1,23,2,1,6,2,1,3,11,11061
USER_000184,0.04723708622864778,0.00923708622864778,0,0,43,2,1,6,1,1,2,25,25083
USER_000185,0.03664805822011224,-0.0013519417798877609,1,1,71,1,1,5,0,2,2,54,54044
USER_000186,0.05071000741138138,0.012710007411381383,0,0,32,2,2,4,3,1,3,66,66004
USER_000187,0.04709856436860317,0.009098564368603172,0,0,46,2,1,6,1,1,5,50,50057
USER_000188,0.03890756631014691,0.0009075663101469136,0,0,53,2,2,5,0,2,4,76,76028
USER_000189,0.027298094228973925,-0.010701905771026074,1,1,27,1,3,3,0,1,1,11,11090
USER_000190,0.017277291629712033,-0.020722708370287966,1,1,45,2,2,3,3,1,2,19,19086
USER_000191,0.03330227571899468,-0.004697724281005317,1,1,68,2,2,5,1,2,4,25,25052
USER_000192,0.05284598191485208,0.014845981914852084,0,0,26,1,3,2,1,1,2,47,47022
USER_000193,0.04321140616195306,0.005211406161953064,0,0,38,2,1,8,0,1,3,25,25050
USER_000194,0.021313918319320183,-0.016686081680679817,1,1,27,2,1,5,2,1,5,11,11082
USER_000195,0.04259771388776773,0.004597713887767731,0,0,21,1,3,2,1,2,5,11,11010
USER_000196,0.04577976069593255,0.007779760695932551,0,0,71,1,1,2,1,1,2,52,52053
USER_000197,0.026742138456983006,-0.011257861543016993,1,1,21,1,1,3,2,1,3,73,73036
USER_000198,0.04230587658918292,0.004305876589182918,0,1,23,1,1,1,0,1,4,68,68062
USER_000199,0.04087313077669,0.0028731307766899986,0,0,43,1,2,3,1,1,2,47,47009
USER_000200,0.022855445532540656,-0.015144554467459343,1,1,57,1,3,5,0,1,1,11,11022
USER_000201,0.04536681040522425,0.007366810405224251,0,0,33,1,1,3,2,1,2,73,73086
USER_000202,0.04841176789552352,0.010411767895523519,0,0,25,2,1,6,1,1,5,19,19026
USER_000203,0.05624576864762915,0.018245768647629154,0,0,45,2,1,5,0,1,4,8,8066
USER_000204,0.05580703078052354,0.017807030780523543,0,0,33,2,2,5,2,2,2,52,52056
USER_000205,0.019334959480643635,-0.018665040519356364,1,1,55,2,1,5,0,1,4,73,73006
USER_000206,0.02593262440127316,-0.01206737559872684,1,1,66,1,1,1,4,2,4,11,11014
USER_000207,0.047725529008129895,0.009725529008129896,0,0,18,2,1,5,1,1,3,25,25025
USER_000208,0.04770678926368313,0.009706789263683131,0,0,36,1,2,2,0,1,3,54,54048
USER_000209,0.047725715294590715,0.009725715294590716,0,1,67,2,2,6,3,1,4,8,8090
USER_000210,0.09779097235982082,0.05979097235982082,0,0,34,1,1,2,3,1,3,11,11083
USER_000211,0.0485633576603975,0.010563357660397503,0,0,66,1,2,6,3,1,3,50,50040
USER_000212,0.05703348460270898,0.019033484602708983,0,0,45,1,1,4,2,1,2,73,73034
USER_000213,0.05431002645239803,0.016310026452398034,0,0,61,2,1,4,2,1,4,11,11006
USER_000214,0.04977086876958697,0.011770868769586974,0,0,29,1,1,4,1,1,2,5,5002
USER_000215,0.03527096133039482,-0.00272903866960518,1,1,23,1,1,5,3,1,4,52,52084
USER_000216,0.05138453830739901,0.01338453830739901,0,0,24,1,1,6,0,1,4,13,13005
USER_000217,0.028407621781936423,-0.009592378218063576,1,1,25,2,1,5,3,2,3,73,73091
USER_000218,0.03644772089889987,-0.001552279101100132,1,1,20,2,1,5,2,1,3,11,11015
USER_000219,0.03271954678256345,-0.005280453217436552,1,1,66,2,1,5,2,1,5,8,8009
USER_000220,0.04122811209079484,0.003228112090794842,0,0,38,2,1,5,0,2,3,52,52090
USER_000221,0.07471987850010263,0.03671987850010263,0,0,25,2,1,5,1,1,4,73,73007
USER_000222,0.011991022111123777,-0.02600897788887622,1,1,45,1,1,5,1,1,2,25,25025
USER_000223,0.0502939028556177,0.012293902855617704,0,0,47,2,2,9,1,2,2,25,25037
USER_000224,0.015809261932155223,-0.022190738067844776,1,1,49,2,1,4,1,1,2,11,11028
USER_000225,0.032921022013158496,-0.005078977986841503,1,0,28,2,2,3,5,1,3,8,8045
USER_000226,0.0563342589545105,0.018334258954510498,0,0,37,2,1,2,1,1,5,68,68001
USER_000227,0.04096420028643194,0.002964200286431941,0,0,67,2,2,6,0,1,1,11,11068
USER_000228,0.02383382833106041,-0.01416617166893959,1,1,33,2,1,4,1,1,4,11,11038
USER_000229,0.02927044436110048,-0.00872955563889952,1,1,42,2,1,6,0,1,4,13,13046
USER_000230,0.050193966234020136,0.012193966234020137,0,0,62,2,2,2,1,1,3,66,66092
USER_000231,0.029044500524242952,-0.008955499475757047,1,1,26,1,1,5,0,1,4,19,19011
USER_000232,0.04324687884372962,0.005246878843729624,0,0,68,1,1,5,2,2,5,11,11024
USER_000233,0.04068357759855721,0.0026835775985572102,0,0,56,2,3,5,1,1,3,11,11097
USER_000234,0.030225994785912747,-0.007774005214087252,1,1,66,1,3,3,2,1,5,25,25010
USER_000235,0.07215916133987989,0.03415916133987989,0,0,57,1,2,4,1,1,2,25,25077
USER_000236,0.04950878533477017,0.01150878533477017,0,0,57,2,1,2,0,1,1,8,8002
USER_000237,0.009622861200135894,-0.028377138799864105,1,1,20,2,2,4,1,1,2,25,25034
USER_000238,0.04279681472154141,0.004796814721541413,0,0,33,2,1,6,3,1,5,8,8073
USER_000239,0.03007320302847418,-0.007926796971525818,1,1,29,2,3,3,0,1,3,11,11001
USER_000240,0.05278650002194336,0.014786500021943358,0,0,32,1,2,2,1,1,3,25,25035
USER_000241,0.02811218892350949,-0.009887811076490508,1,1,70,2,1,5,1,1,4,19,19068
USER_000242,0.038278953377996514,0.0002789533779965145,0,0,21,2,1,4,2,1,4,8,8056
USER_000243,0.04757480918470686,0.009574809184706858,0,0,40,2,2,4,1,1,3,11,11027
USER_000244,0.052986327912551826,0.014986327912551826,0,0,44,2,2,2,1,1,4,11,11093
USER_000245,0.02199555389416336,-0.01600444610583664,1,1,56,1,2,6,1,1,3,25,25002
USER_000246,0.03498248146238578,-0.003017518537614221,1,1,60,1,3,5,2,2,2,63,63003
USER_000247,0.03287582033258566,-0.005124179667414339,1,0,73,2,1,3,1,2,3,5,5054
USER_000248,0.030200061511394323,-0.007799938488605676,1,1,54,2,1,4,1,2,4,25,25018
USER_000249,0.06648181360421646,0.028481813604216456,0,0,30,1,2,9,1,1,2,54,54083
USER_000250,0.04607472566441433,0.008074725664414334,0,0,60,2,1,5,5,1,2,11,11010
USER_000251,0.021086740684974323,-0.016913259315025676,1,1,54,2,3,4,3,2,2,11,11087
USER_000252,0.053767929205821643,0.015767929205821644,0,0,57,2,2,3,1,2,4,25,25048
USER_000253,0.0718323429551895,0.033832342955189505,0,0,38,2,3,3,1,1,3,76,76020
USER_000254,0.055486978908267204,0.017486978908267205,0,0,46,2,1,4,1,2,2,8,8029
USER_000255,0.0172094505106898,-0.0207905494893102,1,1,46,2,1,3,3,1,3,25,25005
USER_000256,0.03273648890700623,-0.005263511092993771,1,1,66,2,1,5,0,2,4,11,11029
USER_000257,0.05900366723779934,0.02100366723779934,0,0,28,1,1,2,1,1,3,54,54086
USER_000258,0.02938495801571829,-0.008615041984281709,1,1,68,1,2,8,1,1,2,8,8076
USER_000259,0.04665729142219343,0.00865729142219343,0,0,67,1,1,4,0,1,2,11,11013
USER_000260,0.051619510801440054,0.013619510801440055,0,0,45,2,2,9,1,1,4,5,5089
USER_000261,0.026096042926328757,-0.011903957073671242,1,1,27,2,1,7,3,1,2,25,25023
USER_000262,0.039107119659073,0.0011071196590730012,0,0,22,2,2,2,2,1,2,8,8094
USER_000263,0.0,-0.038,1,1,73,2,2,5,1,1,5,68,68086
USER_000264,0.024634185379985653,-0.013365814620014346,1,1,74,1,3,7,0,1,3,68,68045
USER_000265,0.0362114777291026,-0.0017885222708974025,1,1,42,1,1,3,3,1,2,63,63070
USER_000266,0.02128325227052726,-0.01671674772947274,1,0,50,2,1,6,1,1,4,8,8001
USER_000267,0.06448616955897453,0.02648616955897453,0,0,34,1,2,4,3,1,2,11,11006
USER_000268,0.018547879330590513,-0.019452120669409486,1,1,66,1,1,4,1,1,3,5,5089
USER_000269,0.033399332699545245,-0.004600667300454754,1,1,50,2,1,1,1,1,1,63,63074
USER_000270,0.04196110865929137,0.003961108659291369,0,0,42,2,3,4,2,1,5,68,68043
USER_000271,0.06161909933599173,0.023619099335991732,0,0,50,1,1,5,1,1,4,25,25073
USER_000272,0.01846206773230841,-0.01953793226769159,1,1,72,2,1,3,0,2,5,68,68082
USER_000273,0.057447456282324394,0.019447456282324395,0,0,71,2,1,4,0,1,3,8,8049
USER_000274,0.0401534959152938,0.0021534959152938044,0,0,26,1,1,5,0,1,4,25,25032
USER_000275,0.025277370234280738,-0.012722629765719261,1,1,44,2,2,3,1,1,2,63,63048
USER_000276,0.04693155211394906,0.00893155211394906,0,0,42,2,1,3,1,1,3,68,68058
USER_000277,0.04298589543360205,0.004985895433602054,0,0,21,1,2,6,1,1,2,8,8034
USER_000278,0.03099674684261808,-0.0070032531573819175,1,1,26,2,1,2,0,1,2,11,11073
USER_000279,0.041047031274850286,0.003047031274850287,0,0,63,2,2,6,3,1,2,8,8036
USER_000280,0.0342202960470736,-0.0037797039529264,1,0,32,2,1,6,0,2,3,47,47051
USER_000281,0.04170276017876872,0.0037027601787687214,0,0,33,2,2,4,0,2,2,11,11068
USER_000282,0.0499319601178157,0.0119319601178157,0,0,33,2,3,7,2,1,2,73,73051
USER_000283,0.06379025224218028,0.025790252242180282,0,0,30,1,2,4,0,2,2,11,11095
USER_000284,0.021432767517597266,-0.016567232482402734,1,1,31,2,1,4,3,1,5,25,25087
USER_000285,0.071995500619844,0.033995500619844,0,0,39,2,1,4,0,1,4,11,11006
USER_000286,0.010718683007162473,-0.027281316992837527,1,0,38,1,1,3,2,1,2,11,11073
USER_000287,0.03772322357446625,-0.00027677642553374654,1,1,26,2,2,7,0,1,5,73,73085
USER_000288,0.04882475809726864,0.010824758097268641,0,0,72,1,1,3,1,2,4,66,66095
USER_000289,0.04421487801602549,0.0062148780160254935,0,0,58,2,2,9,2,1,3,8,8045
USER_000290,0.030659507202691092,-0.007340492797308907,1,1,70,2,3,5,1,1,2,63,63039
USER_000291,0.036878166244640874,-0.001121833755359125,1,1,21,2,1,2,3,1,2,11,11089
