user_id,period,year,month_num,saldo,trx_total,trx_envios,trx_recibidos,trx_retiros,trx_depositos,trx_compras,monto_total,monto_envios,monto_retiros,monto_compras,monto_depositos,cuenta_activa,diversificacion,puntaje_sisben,puntaje_centrado,elegible,tratado,edad,genero,estrato,tam_hogar,num_menores,zona,nivel_educativo,cod_departamento,cod_municipio
USER_000016,6,2020,10,28206.939898039815,8,2,1,3,0,1,61142.740122055984,50000,150000,35000,0,1,4,0.03156568706138541,-0.006434312938614586,1,1,61,2,2,4,1,2,3,5,5036
USER_005498,6,2020,10,21404.1877318998,5,1,1,2,0,0,13543.069660268902,25000,100000,0,0,1,3,0.030224873167653765,-0.007775126832346234,1,1,68,2,1,4,1,1,4,76,76049
USER_000361,6,2020,10,36660.730516542004,1,0,0,0,0,0,66240.11432825011,0,0,0,0,1,0,0.04779019771361759,0.009790197713617589,0,0,18,2,1,7,0,1,1,19,19020
USER_004941,6,2020,10,87417.5850394255,4,1,0,1,0,0,99596.66348839008,25000,50000,0,0,1,2,0.04880893620196265,0.010808936201962653,0,0,44,1,1,4,0,1,2,11,11031
USER_000973,6,2020,10,28494.067776647516,2,0,0,0,0,0,51396.624247375825,0,0,0,0,1,0,0.05260965323483086,0.014609653234830863,0,0,70,2,2,3,1,1,5,11,11078
USER_002445,6,2020,10,3749.821631626759,2,0,0,0,0,0,13654.248270735272,0,0,0,0,1,0,0.032455378441729854,-0.005544621558270145,1,0,67,2,1,4,2,1,3,66,66085
USER_006550,6,2020,10,10274.954024540204,3,0,0,1,0,0,22067.221532454543,0,50000,0,0,1,1,0.04872672655942544,0.010726726559425442,0,0,51,2,3,3,1,1,3,11,11050
USER_007553,6,2020,10,185263.22060147382,9,2,1,3,0,1,256555.35333741896,50000,150000,35000,0,1,4,0.017116424379083745,-0.020883575620916254,1,1,29,2,1,5,2,1,2,19,19051
USER_008883,6,2020,10,44634.36642800804,4,1,0,1,0,0,59276.74138449051,25000,50000,0,0,1,2,0.0547172457335553,0.0167172457335553,0,0,71,2,2,8,1,1,3,52,52033
USER_009988,6,2020,10,42958.15644877693,6,1,1,2,0,0,72670.57375096032,25000,100000,0,0,1,3,0.013360266295571611,-0.024639733704428388,1,1,45,2,1,5,0,1,4,76,76077
USER_007354,6,2020,10,15676.499412188652,5,1,0,2,0,0,17700.0024871072,25000,100000,0,0,1,2,0.057682989055554086,0.019682989055554087,0,0,59,2,3,2,1,1,3,19,19018
USER_001979,6,2020,10,54481.50279575281,6,1,1,2,0,0,82102.99129814233,25000,100000,0,0,1,3,0.028406834982645863,-0.009593165017354136,1,1,19,2,1,7,1,1,3,11,11021
USER_006441,6,2020,10,24180.023932609012,5,1,1,2,0,0,29708.980295602916,25000,100000,0,0,1,3,0.011504945787116784,-0.026495054212883215,1,1,24,2,1,8,0,1,4,11,11038
USER_005607,6,2020,10,25141.95356220156,6,1,1,2,0,0,18436.733417676383,25000,100000,0,0,1,3,0.02093572418361576,-0.01706427581638424,1,1,34,2,1,3,1,1,3,11,11066
USER_003569,6,2020,10,13449.304519996673,0,0,0,0,0,0,22032.6375322612,0,0,0,0,0,0,0.04336509485167124,0.005365094851671241,0,0,56,2,3,4,0,1,1,5,5097
USER_004208,6,2020,10,18969.91831660335,4,1,1,1,0,0,20314.5022563361,25000,50000,0,0,1,3,0.0,-0.038,1,1,71,2,1,2,0,1,3,19,19002
USER_005691,6,2020,10,42872.62381395884,3,0,0,1,0,0,78961.23214308436,0,50000,0,0,1,1,0.04102557348951488,0.0030255734895148836,0,0,63,2,1,4,0,1,3,66,66004
USER_000703,6,2020,10,96729.97624170747,0,0,0,0,0,0,157925.97402320977,0,0,0,0,0,0,0.029434844641858613,-0.008565155358141386,1,0,44,1,1,1,0,1,2,11,11099
USER_009752,6,2020,10,101150.51903246673,4,1,0,1,0,0,150704.26489217582,25000,50000,0,0,1,2,0.042151264460222146,0.004151264460222147,0,0,70,1,2,7,1,1,1,13,13010
USER_007817,6,2020,10,46919.45054795605,6,1,1,2,0,0,72084.37596455985,25000,100000,0,0,1,3,0.03131572363976615,-0.006684276360233846,1,1,50,2,1,5,0,1,2,11,11037
USER_007500,6,2020,10,61993.59125881326,5,1,1,2,0,0,89886.63808519632,25000,100000,0,0,1,3,0.0373057041789155,-0.0006942958210844966,1,1,54,2,1,4,1,1,2,73,73042
USER_001989,6,2020,10,114804.53392576535,7,1,1,2,0,1,176094.92496178765,25000,100000,35000,0,1,4,0.030377776071655718,-0.007622223928344281,1,1,30,2,2,5,1,1,3,11,11092
USER_000356,6,2020,10,33161.30212537367,2,0,1,0,0,0,46795.59113495168,0,0,0,0,1,1,0.02496205953043287,-0.01303794046956713,1,1,61,2,1,7,2,1,2,19,19016
USER_001074,6,2020,10,85291.88172948264,5,1,1,2,0,0,111921.67169631738,25000,100000,0,0,1,3,0.02075511663717146,-0.01724488336282854,1,1,27,2,3,3,3,2,3,68,68097
USER_003926,6,2020,10,3367.1734446994633,4,1,0,1,0,0,-1375.6234819872507,25000,50000,0,0,1,2,0.03495419581883296,-0.003045804181167039,1,0,41,1,1,5,0,1,2,11,11054
USER_001348,6,2020,10,26965.393064850326,2,0,0,0,0,0,53478.304449427764,0,0,0,0,1,0,0.054014798668589104,0.016014798668589104,0,0,70,2,3,1,2,1,4,73,73044
USER_005845,6,2020,10,26401.14780920894,2,0,0,0,0,0,23187.444337061766,0,0,0,0,1,0,0.050814954293584534,0.012814954293584535,0,0,51,1,2,5,2,1,4,11,11050
USER_004670,6,2020,10,237758.53860196937,6,1,0,2,0,0,357784.7661503392,25000,100000,0,0,1,2,0.0405334911104949,0.0025334911104949037,0,0,64,2,3,5,1,2,3,11,11027
USER_007171,6,2020,10,63195.64963720755,5,1,1,2,0,0,102670.23327377584,25000,100000,0,0,1,3,0.03274512043843648,-0.005254879561563522,1,1,31,2,2,3,0,1,1,25,25041
USER_003375,6,2020,10,31967.748997572344,7,1,1,2,0,1,41422.804303462755,25000,100000,35000,0,1,4,0.014760119588159716,-0.02323988041184028,1,1,46,1,1,7,2,2,2,11,11028
USER_005631,6,2020,10,31840.203390879768,6,1,1,2,0,0,49437.96777687923,25000,100000,0,0,1,3,0.02889264840501762,-0.009107351594982379,1,1,30,2,3,2,2,1,3,47,47020
USER_007509,6,2020,10,30937.007344999653,7,1,1,2,0,1,46663.433845935746,25000,100000,35000,0,1,4,0.027994968907520446,-0.010005031092479553,1,1,67,1,1,4,0,2,2,68,68015
USER_002227,6,2020,10,212144.114198799,2,0,0,0,0,0,323294.4252775728,0,0,0,0,1,0,0.061294045067704556,0.023294045067704557,0,0,19,2,3,2,2,2,2,73,73053
USER_005022,6,2020,10,36153.807931168645,6,1,1,2,0,0,53201.61647290932,25000,100000,0,0,1,3,0.028973247989131177,-0.009026752010868822,1,1,71,1,3,3,2,1,2,11,11048
USER_002174,6,2020,10,13446.475881771488,1,0,0,0,0,0,12022.721385447257,0,0,0,0,1,0,0.0422763698837311,0.004276369883731104,0,0,21,1,3,4,2,2,4,19,19038
USER_003907,6,2020,10,42890.38030827247,5,1,0,2,0,0,59217.04679961269,25000,100000,0,0,1,2,0.059881481636426176,0.021881481636426177,0,0,41,1,2,6,1,2,3,13,13009
USER_007721,6,2020,10,86447.18169929748,6,1,1,2,0,0,125650.91914087429,25000,100000,0,0,1,3,0.03741937961101791,-0.0005806203889820866,1,1,42,2,3,2,0,1,3,11,11056
USER_004198,6,2020,10,25024.0212588322,2,0,0,0,0,0,28778.025448214466,0,0,0,0,1,0,0.016515279525916058,-0.02148472047408394,1,0,45,2,1,5,0,2,3,11,11017
USER_002242,6,2020,10,73601.86439564341,7,1,1,2,0,1,120242.29953945134,25000,100000,35000,0,1,4,0.04876619470708726,0.010766194707087264,0,1,33,1,2,5,3,1,4,47,47084
USER_007097,6,2020,10,15215.097655641614,4,1,0,1,0,0,14887.708380269436,25000,50000,0,0,1,2,0.08066191448560799,0.04266191448560799,0,0,56,2,1,1,3,1,4,19,19054
USER_005297,6,2020,10,98261.62569270348,0,0,0,0,0,0,141100.95704678728,0,0,0,0,0,0,0.04119360302413249,0.003193603024132491,0,0,23,1,2,6,2,2,4,8,8083
USER_006097,6,2020,10,28397.95364755631,6,1,1,2,0,0,43070.30352700278,25000,100000,0,0,1,3,0.022849915133742092,-0.015150084866257907,1,1,41,2,2,4,0,2,4,54,54030
USER_002492,6,2020,10,63005.37148955812,5,1,1,2,0,0,103908.8591163383,25000,100000,0,0,1,3,0.02965408338903739,-0.008345916610962609,1,1,28,2,2,5,1,1,3,11,11093
USER_008928,6,2020,10,18113.95925040602,4,1,1,1,0,0,16776.33077931639,25000,50000,0,0,1,3,0.035498068197577004,-0.002501931802422995,1,1,27,2,1,6,3,1,4,11,11005
USER_009123,6,2020,10,11735.856910199129,2,0,0,0,0,0,16156.123059162417,0,0,0,0,1,0,0.050224513355025834,0.012224513355025834,0,0,34,2,2,3,2,1,3,11,11060
USER_000247,6,2020,10,84062.9359951455,1,0,0,0,0,0,131070.67553747521,0,0,0,0,1,0,0.03287582033258566,-0.005124179667414339,1,0,73,2,1,3,1,2,3,5,5054
USER_004359,6,2020,10,49564.69590692277,3,0,0,1,0,0,79536.52144377305,0,50000,0,0,1,1,0.048871632276277825,0.010871632276277826,0,0,62,2,2,5,1,1,2,73,73004
USER_008742,6,2020,10,26043.88148055536,2,0,0,0,0,0,32981.21899459158,0,0,0,0,1,0,0.06280137611486653,0.024801376114866526,0,0,66,2,2,8,0,1,4,11,11021
USER_006861,6,2020,10,81264.18195013628,4,1,1,1,0,0,98067.94594717101,25000,50000,0,0,1,3,0.02761250840142929,-0.010387491598570709,1,1,67,2,1,5,2,1,1,8,8080
USER_002450,6,2020,10,48308.76488933271,7,1,1,2,0,1,68055.92405192896,25000,100000,35000,0,1,4,0.029641884215256112,-0.008358115784743887,1,1,28,2,1,7,0,1,4,47,47056
USER_006285,6,2020,10,159982.88001367365,5,1,1,2,0,0,240078.40796175133,25000,100000,0,0,1,3,0.031086836914275003,-0.0069131630857249965,1,1,37,1,1,3,0,2,4,8,8061
USER_006581,6,2020,10,27823.65306441949,7,1,1,2,0,1,58158.473202788664,25000,100000,35000,0,1,4,0.0356814088469812,-0.002318591153018801,1,1,60,1,2,3,1,2,2,11,11034
USER_001410,6,2020,10,51159.131744878185,9,2,1,3,0,1,88432.40025366287,50000,150000,35000,0,1,4,0.03623750475317429,-0.0017624952468257085,1,1,67,2,1,9,0,1,5,19,19076
USER_008136,6,2020,10,17037.778585489486,8,2,0,3,0,1,25847.686353881032,50000,150000,35000,0,1,3,0.03816346015378904,0.00016346015378904122,0,0,48,2,1,3,1,1,3,5,5048
USER_001285,6,2020,10,58574.98789469317,3,0,1,1,0,0,84011.6434492937,0,50000,0,0,1,2,0.02821015809238076,-0.00978984190761924,1,1,34,2,1,9,2,1,5,68,68081
USER_000396,6,2020,10,98068.36946467805,6,1,1,2,0,0,152474.4559516137,25000,100000,0,0,1,3,0.03296236521842943,-0.005037634781570571,1,1,49,2,1,7,1,1,2,76,76090
USER_006551,6,2020,10,16705.777464233965,2,0,0,0,0,0,34930.44947763005,0,0,0,0,1,0,0.03975665323606088,0.001756653236060883,0,0,41,2,2,4,2,2,3,54,54053
USER_005245,6,2020,10,27704.367457912474,4,1,0,1,0,0,44764.2428759118,25000,50000,0,0,1,2,0.05458085448609583,0.01658085448609583,0,0,72,2,2,4,1,1,2,76,76044
USER_007378,6,2020,10,19690.172367654814,2,0,0,0,0,0,27747.717032695968,0,0,0,0,1,0,0.049137032785802705,0.011137032785802706,0,0,21,1,1,4,1,1,3,68,68081
USER_009029,6,2020,10,11013.39435155371,1,0,0,0,0,0,27459.562664634956,0,0,0,0,1,0,0.044428371375178646,0.006428371375178647,0,0,44,1,1,2,1,2,4,11,11046
USER_001577,6,2020,10,82112.60508854076,8,2,1,3,0,1,123540.74250776824,50000,150000,35000,0,1,4,0.01577302276141736,-0.022226977238582638,1,1,36,2,2,5,2,2,5,76,76025
USER_004484,6,2020,10,12051.449235477285,2,0,0,0,0,0,17560.413991454276,0,0,0,0,1,0,0.0483008347461164,0.0103008347461164,0,0,53,2,1,3,0,1,3,13,13058
USER_009714,6,2020,10,49800.00180130797,8,2,1,3,0,1,76191.28866175459,50000,150000,35000,0,1,4,0.03503463498687879,-0.00296536501312121,1,1,62,1,1,6,1,1,3,11,11036
USER_000604,6,2020,10,45342.82294258377,2,0,0,0,0,0,65691.85757272001,0,0,0,0,1,0,0.060334567882074266,0.022334567882074267,0,0,36,2,1,2,1,1,4,8,8086
USER_005440,6,2020,10,3649.93849563528,1,0,0,0,0,0,22125.462630919268,0,0,0,0,1,0,0.03909943687467153,0.001099436874671532,0,0,29,2,2,6,4,1,3,11,11003
USER_006406,6,2020,10,18467.91129688024,1,0,0,0,0,0,34179.61575897015,0,0,0,0,1,0,0.060054536103339405,0.022054536103339406,0,0,34,2,2,4,0,2,3,63,63048
USER_003956,6,2020,10,25421.353623684947,10,2,2,4,1,1,49005.72125245174,50000,200000,35000,40000,1,5,0.030829221289170584,-0.007170778710829415,1,1,44,1,3,1,2,1,2,11,11099
USER_000034,6,2020,10,39052.98536110433,5,1,1,2,0,0,57560.85506223118,25000,100000,0,0,1,3,0.024134336065661503,-0.013865663934338496,1,1,41,1,2,6,1,1,3,8,8080
USER_006922,6,2020,10,56380.44498660424,3,0,1,1,0,0,93996.1314838894,0,50000,0,0,1,2,0.03053730395579217,-0.00746269604420783,1,1,57,1,2,1,1,1,3,73,73068
USER_009987,6,2020,10,17960.8496906733,4,1,0,1,0,0,28232.748020197538,25000,50000,0,0,1,2,0.03442806968368472,-0.0035719303163152805,1,0,70,2,2,4,0,1,3,50,50080
USER_006986,6,2020,10,58208.67532120859,4,1,1,1,0,0,80176.91044536483,25000,50000,0,0,1,3,0.03167474947683836,-0.0063252505231616366,1,1,71,1,1,5,1,1,3,5,5022
USER_003131,6,2020,10,45171.4787358767,1,0,0,0,0,0,78549.485619962,0,0,0,0,1,0,0.038661487686678264,0.0006614876866782651,0,0,53,1,1,11,0,2,1,73,73027
USER_001518,6,2020,10,37260.69918128806,1,0,0,0,0,0,63410.44317235914,0,0,0,0,1,0,0.04946217526832166,0.011462175268321662,0,0,35,2,1,3,1,1,2,68,68098
USER_007454,6,2020,10,129066.25797535607,3,0,0,1,0,0,200502.69370407265,0,50000,0,0,1,1,0.05532437146599922,0.017324371465999223,0,0,48,2,2,6,0,2,4,11,11023
USER_002725,6,2020,10,10346.304635149963,0,0,0,0,0,0,23474.43081506664,0,0,0,0,0,0,0.06943880785796192,0.031438807857961916,0,0,38,1,1,8,1,1,4,11,11019
USER_006656,6,2020,10,17771.410968755066,2,0,0,0,0,0,26794.777595691306,0,0,0,0,1,0,0.06725133444362658,0.029251334443626577,0,0,20,1,1,2,3,1,2,52,52023
USER_001789,6,2020,10,33706.76828769445,4,1,1,1,0,0,66345.34904830981,25000,50000,0,0,1,3,0.044787617656287707,0.0067876176562877075,0,1,51,2,3,5,0,2,2,11,11085
USER_000803,6,2020,10,33709.36849724754,3,0,0,1,0,0,50791.5447756853,0,50000,0,0,1,1,0.04144181165411475,0.0034418116541147514,0,0,74,1,3,1,1,1,2,11,11015
USER_008476,6,2020,10,30573.138721001593,6,1,1,2,0,0,48840.55860501712,25000,100000,0,0,1,3,0.03134156911434144,-0.00665843088565856,1,1,32,2,2,2,1,2,2,5,5048
USER_000093,6,2020,10,20702.64613745372,3,0,1,1,0,0,37109.708522336325,0,50000,0,0,1,2,0.029469203591839715,-0.008530796408160284,1,1,46,1,1,3,1,2,4,50,50077
USER_002002,6,2020,10,28986.327909564858,5,1,1,2,0,0,36539.295331527974,25000,100000,0,0,1,3,0.037832219939267234,-0.00016778006073276536,1,1,63,2,3,6,1,2,1,50,50014
USER_007898,6,2020,10,37624.89464956399,5,1,0,2,0,0,66904.81204994055,25000,100000,0,0,1,2,0.03819119217289796,0.0001911921728979596,0,0,60,2,1,2,1,1,3,54,54060
USER_000108,6,2020,10,17739.197334522134,3,0,0,1,0,0,33187.89552079076,0,50000,0,0,1,1,0.04261866719247759,0.004618667192477589,0,0,62,1,1,5,2,2,3,25,25040
USER_006158,6,2020,10,27349.676071930302,5,1,1,2,0,0,36306.96070178311,25000,100000,0,0,1,3,0.026229714075415522,-0.011770285924584477,1,1,39,2,1,4,3,1,3,25,25011
USER_007519,6,2020,10,50878.25410894452,6,1,1,2,0,0,76305.60092963403,25000,100000,0,0,1,3,0.004315059388701638,-0.03368494061129836,1,1,56,2,2,4,1,1,3,11,11004
USER_002296,6,2020,10,14376.309643355626,1,0,0,0,0,0,18847.402996263023,0,0,0,0,1,0,0.047837711578986364,0.009837711578986365,0,0,58,2,1,5,0,1,5,11,11038
USER_003879,6,2020,10,22007.06581545419,4,1,1,1,0,0,29681.45880426178,25000,50000,0,0,1,3,0.01700949160165104,-0.02099050839834896,1,1,41,2,2,6,1,2,4,25,25076
USER_000125,6,2020,10,102979.29554984221,4,1,0,1,0,0,136587.70688808363,25000,50000,0,0,1,2,0.048802856407004054,0.010802856407004055,0,0,72,2,1,4,1,1,4,50,50009
USER_000844,6,2020,10,10126.200596198674,5,1,0,2,0,0,14842.41335678541,25000,100000,0,0,1,2,0.04573614619276076,0.007736146192760758,0,0,19,2,2,5,0,1,3,11,11093
USER_005540,6,2020,10,114816.36879975264,2,0,0,0,0,0,163811.865621059,0,0,0,0,1,0,0.05428692955804254,0.01628692955804254,0,0,21,1,1,5,1,1,1,50,50066
USER_005052,6,2020,10,170893.48098058588,3,0,0,1,0,0,265951.6049682584,0,50000,0,0,1,1,0.04526748201440626,0.00726748201440626,0,0,39,1,1,6,1,1,3,11,11032
USER_002663,6,2020,10,21638.82750413172,6,1,1,2,0,0,49979.97120820799,25000,100000,0,0,1,3,0.048958423273800775,0.010958423273800776,0,1,44,2,1,4,0,1,2,25,25092
USER_004750,6,2020,10,4542.867180385305,2,0,0,0,0,0,26174.8790780179,0,0,0,0,1,0,0.04146719939639961,0.0034671993963996117,0,0,20,2,3,8,2,1,3,73,73058
USER_004326,6,2020,10,53172.78820673425,3,0,0,1,0,0,74586.55752914383,0,50000,0,0,1,1,0.0555445433810872,0.0175445433810872,0,0,46,2,2,4,0,2,4,8,8054
USER_007184,6,2020,10,47246.58085872761,6,1,1,2,0,0,54742.9722363412,25000,100000,0,0,1,3,0.02603497432551338,-0.01196502567448662,1,1,43,2,1,4,4,1,4,76,76007
USER_000466,6,2020,10,82112.19924087868,7,1,1,2,0,1,126349.23947909204,25000,100000,35000,0,1,4,0.03668545600700166,-0.0013145439929983377,1,1,52,1,1,6,0,1,2,54,54094
USER_007214,6,2020,10,553212.0050334632,4,1,1,1,0,0,833811.50126107,25000,50000,0,0,1,3,0.03389538450439943,-0.0041046154956005665,1,1,27,2,1,2,2,1,4,73,73097
USER_009596,6,2020,10,138536.20632323078,7,1,1,2,0,1,213074.7889510706,25000,100000,35000,0,1,4,0.033228319145125994,-0.004771680854874005,1,1,74,2,2,4,1,1,5,8,8048
USER_003575,6,2020,10,61304.10120360574,6,1,1,2,0,0,98529.37361268795,25000,100000,0,0,1,3,0.02094908366931952,-0.01705091633068048,1,1,68,1,1,6,1,1,3,25,25080
USER_004016,6,2020,10,187731.55982644623,6,1,1,2,0,0,295604.27724830346,25000,100000,0,0,1,3,0.0313131383554638,-0.0066868616445361975,1,1,42,1,1,4,2,2,4,25,25063
USER_000650,6,2020,10,104137.21171538347,3,0,0,1,0,0,157770.97980918823,0,50000,0,0,1,1,0.05044309547220128,0.01244309547220128,0,0,38,1,1,3,2,1,4,52,52001
USER_009179,6,2020,10,28881.230207299166,5,1,1,2,0,0,28729.26290539818,25000,100000,0,0,1,3,0.024600617756737317,-0.013399382243262682,1,1,63,1,1,6,0,2,4,8,8072
USER_000960,6,2020,10,40479.11253702367,6,1,0,2,0,0,56597.030246307164,25000,100000,0,0,1,2,0.04671562840025972,0.008715628400259724,0,0,28,2,2,3,2,1,3,11,11048
USER_000542,6,2020,10,61901.01357932312,7,1,1,2,0,1,84415.17611239431,25000,100000,35000,0,1,4,0.02305439718013573,-0.014945602819864269,1,1,64,2,3,3,1,2,5,73,73084
USER_001585,6,2020,10,85046.892834133,1,0,0,0,0,0,143150.95457295867,0,0,0,0,1,0,0.04643224750495859,0.008432247504958593,0,0,74,2,1,2,1,2,1,19,19024
USER_003685,6,2020,10,38413.09789812842,1,0,0,0,0,0,85153.70985783215,0,0,0,0,1,0,0.049046420274232505,0.011046420274232506,0,0,29,1,2,4,1,1,5,11,11077
USER_004193,6,2020,10,18533.44276841956,4,1,0,1,0,0,23242.52505140916,25000,50000,0,0,1,2,0.05926143690922176,0.021261436909221762,0,0,63,2,1,6,2,1,5,25,25080
USER_008304,6,2020,10,146987.39715373697,4,1,0,1,0,0,230665.5946568434,25000,50000,0,0,1,2,0.042082840486463206,0.004082840486463207,0,0,21,2,3,2,3,2,3,25,25016
USER_007698,6,2020,10,37869.96075737158,8,2,1,3,0,1,37240.70554949156,50000,150000,35000,0,1,4,0.018866213459642133,-0.019133786540357866,1,1,67,2,2,1,2,2,2,5,5010
USER_006174,6,2020,10,29356.522863914914,6,1,1,2,0,0,80847.93218477577,25000,100000,0,0,1,3,0.02019259834892453,-0.01780740165107547,1,1,32,1,1,2,2,1,5,52,52013
USER_003455,6,2020,10,98334.6772218564,5,1,1,2,0,0,145458.2576019263,25000,100000,0,0,1,3,0.0,-0.038,1,1,26,2,3,5,2,1,1,52,52021
USER_007229,6,2020,10,15062.717333399463,2,0,0,0,0,0,34679.476618017965,0,0,0,0,1,0,0.04240974910529675,0.004409749105296748,0,0,48,1,2,7,2,1,2,25,25097
USER_004533,6,2020,10,17857.80272228279,4,1,0,1,0,0,44641.45973918136,25000,50000,0,0,1,2,0.04751247386506317,0.009512473865063174,0,0,57,1,1,6,2,1,2,68,68029
USER_000968,6,2020,10,12806.164290408205,1,0,0,0,0,0,27600.51694888746,0,0,0,0,1,0,0.06701410649366224,0.02901410649366224,0,0,41,1,1,4,1,1,4,76,76041
USER_009664,6,2020,10,11568.544353597455,0,0,0,0,0,0,18057.212845012647,0,0,0,0,0,0,0.04340543290583418,0.00540543290583418,0,0,48,1,2,4,1,2,1,50,50068
USER_005234,6,2020,10,24927.407949663087,5,1,1,2,0,0,39115.32457055672,25000,100000,0,0,1,3,0.03614582312317328,-0.0018541768768267214,1,1,46,1,2,7,2,2,3,19,19045
USER_008582,6,2020,10,217459.9099887589,10,2,2,4,1,1,331751.790547241,50000,200000,35000,40000,1,5,0.030727374368497467,-0.007272625631502532,1,1,36,2,2,4,0,2,4,13,13003
USER_003378,6,2020,10,80195.16289038754,6,1,1,2,0,0,119017.51051372207,25000,100000,0,0,1,3,0.02553193307634713,-0.01246806692365287,1,1,33,2,1,4,0,1,2,8,8074
USER_006105,6,2020,10,63569.26738392827,6,1,1,2,0,0,86100.30575314543,25000,100000,0,0,1,3,0.026569684395112002,-0.011430315604887997,1,1,26,2,1,3,4,1,3,25,25018
USER_002442,6,2020,10,12735.531560905252,1,0,0,0,0,0,8325.611778012551,0,0,0,0,1,0,0.0607218111803573,0.0227218111803573,0,0,39,2,1,5,0,1,4,25,25026
USER_003301,6,2020,10,97153.15005873262,3,0,0,1,0,0,135935.59447881795,0,50000,0,0,1,1,0.04507829314428871,0.007078293144288712,0,0,55,1,2,2,2,1,4,11,11006
USER_006871,6,2020,10,19620.886760185364,6,1,0,2,0,0,23379.346552360246,25000,100000,0,0,1,2,0.046135974075010855,0.008135974075010856,0,0,45,2,1,7,2,1,4,52,52088
USER_009334,6,2020,10,442741.30239256716,4,1,0,1,0,0,650067.7359690529,25000,50000,0,0,1,2,0.053075538783982204,0.015075538783982205,0,0,43,2,1,6,1,1,4,11,11010
USER_009371,6,2020,10,48432.158898693604,9,2,1,3,0,1,76539.13169651479,50000,150000,35000,0,1,4,0.017412513920040694,-0.020587486079959305,1,1,41,1,1,7,0,1,3,19,19018
USER_000456,6,2020,10,24090.775896942094,9,2,1,3,0,1,31973.840799962712,50000,150000,35000,0,1,4,0.028106907516064837,-0.009893092483935162,1,1,27,2,1,3,0,1,3,19,19075
USER_003040,6,2020,10,28994.189301784638,6,1,1,2,0,0,45931.2759528771,25000,100000,0,0,1,3,0.036900830804559304,-0.0010991691954406954,1,1,71,2,2,2,2,1,3,11,11027
USER_006460,6,2020,10,46159.69367945278,3,0,0,1,0,0,85376.45208955271,0,50000,0,0,1,1,0.0418626352711692,0.0038626352711692014,0,0,69,1,1,5,1,1,5,11,11040
USER_000888,6,2020,10,9047.931358639044,5,1,0,2,0,0,13040.241334090675,25000,100000,0,0,1,2,0.03461061863819411,-0.0033893813618058877,1,0,45,2,2,6,0,2,3,19,19056
USER_008827,6,2020,10,162244.1167541505,6,1,1,2,0,0,259816.44911106364,25000,100000,0,0,1,3,0.023778799288910694,-0.014221200711089305,1,1,69,2,2,7,0,1,5,76,76018
USER_001265,6,2020,10,46402.551874035904,3,0,0,1,0,0,59444.06013463247,0,50000,0,0,1,1,0.04254041236054117,0.004540412360541174,0,0,66,2,2,4,1,1,3,11,11016
USER_009706,6,2020,10,64822.941001396655,8,2,1,3,0,1,86042.96325268265,50000,150000,35000,0,1,4,0.027865541606112994,-0.010134458393887005,1,1,55,1,2,6,1,2,4,25,25038
