user_id,period,year,month_num,saldo,trx_total,trx_envios,trx_recibidos,trx_retiros,trx_depositos,trx_compras,monto_total,monto_envios,monto_retiros,monto_compras,monto_depositos,cuenta_activa,diversificacion
USER_000232,1,2020,5,4621.841339680158,3,0,0,1,0,0,2445.1446646390496,0,50000,0,0,1,1
USER_009664,1,2020,5,18745.618953601737,3,0,0,1,0,0,40321.60036656371,0,50000,0,0,1,1
USER_008939,1,2020,5,30305.293743053546,1,0,0,0,0,0,44792.48514946244,0,0,0,0,1,0
USER_009095,1,2020,5,71247.34383706785,2,0,0,0,0,0,110368.61289670272,0,0,0,0,1,0
USER_001652,1,2020,5,21542.321840739405,2,0,0,0,0,0,12699.956873011703,0,0,0,0,1,0
USER_005005,1,2020,5,34141.545638558244,3,0,0,1,0,0,51517.14628631953,0,50000,0,0,1,1
USER_000319,1,2020,5,16006.825502756157,3,0,0,1,0,0,30068.564970000047,0,50000,0,0,1,1
USER_004827,1,2020,5,257433.06844349627,4,1,0,1,0,0,379805.2515461553,25000,50000,0,0,1,2
USER_009303,1,2020,5,9394.316718163913,4,1,0,1,0,0,11545.097303759187,25000,50000,0,0,1,2
USER_009125,1,2020,5,21864.244814085432,4,1,0,1,0,0,37073.497192001145,25000,50000,0,0,1,2
USER_002585,1,2020,5,42931.88813246166,2,0,0,0,0,0,63363.47813670006,0,0,0,0,1,0
USER_006360,1,2020,5,40180.79550094751,4,1,1,1,0,0,45459.82993407111,25000,50000,0,0,1,3
USER_006093,1,2020,5,38959.16451944696,5,1,1,2,0,0,47941.22184124291,25000,100000,0,0,1,3
USER_002715,1,2020,5,37454.65296430535,4,1,0,1,0,0,52907.08873767399,25000,50000,0,0,1,2
USER_004990,1,2020,5,13395.247545103939,1,0,0,0,0,0,21945.174788852048,0,0,0,0,1,0
USER_003361,1,2020,5,18768.61043385445,6,1,1,2,0,0,35772.731847080984,25000,100000,0,0,1,3
USER_002837,1,2020,5,24427.13986342853,5,1,0,2,0,0,50998.88073044155,25000,100000,0,0,1,2
USER_007897,1,2020,5,62395.173725612425,0,0,0,0,0,0,97944.8369548261,0,0,0,0,0,0
USER_009150,1,2020,5,11169.50908093161,3,0,0,1,0,0,9530.617105659858,0,50000,0,0,1,1
USER_008651,1,2020,5,23811.477762318216,3,0,1,1,0,0,64541.1964018494,0,50000,0,0,1,2
USER_000987,1,2020,5,5885.19652180236,2,0,0,0,0,0,14757.998086706726,0,0,0,0,1,0
USER_001076,1,2020,5,45267.798007589154,10,2,2,4,1,1,71122.10439986215,50000,200000,35000,40000,1,5
USER_000118,1,2020,5,178338.97344053548,5,1,0,2,0,0,255843.59437583733,25000,100000,0,0,1,2
USER_002011,1,2020,5,8968.98446603901,4,1,1,1,0,0,15189.682777175622,25000,50000,0,0,1,3
USER_001291,1,2020,5,67409.37217053985,2,0,0,0,0,0,119585.66993741927,0,0,0,0,1,0
USER_009160,1,2020,5,7146.801583244571,1,0,0,0,0,0,-1737.9395184692094,0,0,0,0,1,0
USER_004792,1,2020,5,12464.001150685544,4,1,0,1,0,0,24555.17962877734,25000,50000,0,0,1,2
USER_009983,1,2020,5,22675.626311672604,7,1,0,2,0,1,30556.62695236316,25000,100000,35000,0,1,3
USER_008064,1,2020,5,52709.28056588999,2,0,0,0,0,0,62589.786953434625,0,0,0,0,1,0
USER_003239,1,2020,5,14251.777799644533,1,0,0,0,0,0,31471.419812067772,0,0,0,0,1,0
USER_004219,1,2020,5,17861.672677394243,3,0,0,1,0,0,30422.976098400115,0,50000,0,0,1,1
USER_007990,1,2020,5,9922.754780015679,3,0,0,1,0,0,19291.294699978527,0,50000,0,0,1,1
USER_003923,1,2020,5,49304.03980453017,7,1,1,2,0,1,79551.40918035801,25000,100000,35000,0,1,4
USER_006432,1,2020,5,50091.04484752946,7,1,1,2,0,1,60591.71697519209,25000,100000,35000,0,1,4
USER_009811,1,2020,5,39656.32040282947,7,1,1,2,0,1,51851.33384711186,25000,100000,35000,0,1,4
USER_003841,1,2020,5,47942.30511098319,6,1,1,2,0,0,85716.48577912062,25000,100000,0,0,1,3
USER_000409,1,2020,5,53626.211436167796,2,0,0,0,0,0,90352.50237157742,0,0,0,0,1,0
USER_000142,1,2020,5,62834.74338136385,3,0,0,1,0,0,99552.86576796498,0,50000,0,0,1,1
USER_004946,1,2020,5,36327.158180433245,3,0,0,1,0,0,55727.269408896864,0,50000,0,0,1,1
USER_001181,1,2020,5,105992.23483837361,2,0,0,0,0,0,167057.4267474068,0,0,0,0,1,0
USER_004130,1,2020,5,51441.25881433538,7,1,0,2,0,1,67937.0293934469,25000,100000,35000,0,1,3
USER_007078,1,2020,5,64677.517685429884,2,0,0,0,0,0,88596.23158137873,0,0,0,0,1,0
USER_003497,1,2020,5,30236.639430305717,2,0,0,0,0,0,37440.076251176404,0,0,0,0,1,0
USER_005610,1,2020,5,58933.0981510052,3,0,0,1,0,0,70693.77703795003,0,50000,0,0,1,1
USER_001639,1,2020,5,17531.844130585512,3,0,0,1,0,0,43318.86762875499,0,50000,0,0,1,1
USER_001821,1,2020,5,219624.49634106993,4,1,0,1,0,0,322376.74395613075,25000,50000,0,0,1,2
USER_003689,1,2020,5,87162.22521318158,5,1,1,2,0,0,119961.98553532778,25000,100000,0,0,1,3
USER_002343,1,2020,5,49483.66915235208,6,1,0,2,0,0,81047.8454542028,25000,100000,0,0,1,2
USER_007203,1,2020,5,14631.885695153633,3,0,0,1,0,0,37379.07797287864,0,50000,0,0,1,1
USER_007379,1,2020,5,32283.749176326502,1,0,0,0,0,0,50082.224093460165,0,0,0,0,1,0
USER_003106,1,2020,5,24076.289898969433,0,0,0,0,0,0,31133.97511917771,0,0,0,0,0,0
USER_003682,1,2020,5,34139.599158897276,4,1,1,1,0,0,53980.64050592517,25000,50000,0,0,1,3
USER_009016,1,2020,5,15926.407464757449,3,0,0,1,0,0,26272.03429559201,0,50000,0,0,1,1
USER_008850,1,2020,5,19011.1209615042,2,0,0,0,0,0,36604.89195098863,0,0,0,0,1,0
USER_008633,1,2020,5,63942.73361889359,5,1,0,2,0,0,95952.21105338074,25000,100000,0,0,1,2
USER_005198,1,2020,5,29935.580846598074,4,1,1,1,0,0,49991.357736806654,25000,50000,0,0,1,3
USER_000570,1,2020,5,27688.196330988398,9,2,1,3,0,1,62658.815564973964,50000,150000,35000,0,1,4
USER_000705,1,2020,5,58423.96568160351,7,1,1,2,0,1,69952.60833813211,25000,100000,35000,0,1,4
USER_008760,1,2020,5,60918.85680131701,4,1,0,1,0,0,83891.60198391245,25000,50000,0,0,1,2
USER_009473,1,2020,5,44155.66234010131,6,1,1,2,0,0,67250.9180518766,25000,100000,0,0,1,3
USER_001308,1,2020,5,406434.5281101874,2,0,0,0,0,0,630926.8610873132,0,0,0,0,1,0
USER_008401,1,2020,5,13486.090769591741,3,0,0,1,0,0,42607.76275211963,0,50000,0,0,1,1
USER_003433,1,2020,5,3975.9895110789726,3,0,0,1,0,0,-3468.460905463885,0,50000,0,0,1,1
USER_004579,1,2020,5,51863.60155030449,6,1,1,2,0,0,82966.55753870643,25000,100000,0,0,1,3
USER_002444,1,2020,5,23621.20009103377,4,1,0,1,0,0,35903.52897848896,25000,50000,0,0,1,2
USER_009315,1,2020,5,11465.246650517707,3,0,0,1,0,0,4777.165385136457,0,50000,0,0,1,1
USER_001256,1,2020,5,6882.721957157479,4,1,0,1,0,0,12374.303424933252,25000,50000,0,0,1,2
USER_001370,1,2020,5,108777.40101484561,5,1,1,2,0,0,167726.3408113213,25000,100000,0,0,1,3
USER_004402,1,2020,5,48253.43499718279,1,0,0,0,0,0,55935.64828817693,0,0,0,0,1,0
USER_002297,1,2020,5,53314.20187631869,3,0,0,1,0,0,65338.635024178955,0,50000,0,0,1,1
USER_006406,1,2020,5,7426.713867178715,3,0,0,1,0,0,-9761.164370579914,0,50000,0,0,1,1
USER_009281,1,2020,5,60547.7503027513,2,0,0,0,0,0,79813.82554718651,0,0,0,0,1,0
USER_005779,1,2020,5,17687.01880962801,2,0,0,0,0,0,39251.16240932951,0,0,0,0,1,0
USER_003160,1,2020,5,7985.164129864891,3,0,0,1,0,0,17078.96859196656,0,50000,0,0,1,1
USER_009698,1,2020,5,51953.22191244675,2,0,0,0,0,0,91552.81246466326,0,0,0,0,1,0
USER_005238,1,2020,5,25041.314087312374,5,1,0,2,0,0,22447.580896643733,25000,100000,0,0,1,2
USER_002044,1,2020,5,33246.64216856678,6,1,0,2,0,0,47459.5346078502,25000,100000,0,0,1,2
USER_009935,1,2020,5,31605.781354993724,4,1,0,1,0,0,47017.36463219848,25000,50000,0,0,1,2
USER_009416,1,2020,5,45266.92963945733,6,1,1,2,0,0,69048.8085817591,25000,100000,0,0,1,3
USER_008226,1,2020,5,64680.51734847716,6,1,1,2,0,0,102004.51793981162,25000,100000,0,0,1,3
USER_001017,1,2020,5,16583.465869545973,2,0,0,0,0,0,24537.055076317363,0,0,0,0,1,0
USER_009412,1,2020,5,105152.47726815497,5,1,1,2,0,0,164913.6802102609,25000,100000,0,0,1,3
USER_006008,1,2020,5,39447.84287233505,6,1,1,2,0,0,63681.76142074584,25000,100000,0,0,1,3
USER_006045,1,2020,5,23964.115023308754,3,0,0,1,0,0,54825.42034627036,0,50000,0,0,1,1
USER_002511,1,2020,5,36124.102733277236,0,0,0,0,0,0,63094.485362866944,0,0,0,0,0,0
USER_001553,1,2020,5,112317.19150958669,10,2,2,4,1,1,161211.85686721848,50000,200000,35000,40000,1,5
USER_001965,1,2020,5,137088.90392504426,3,0,0,1,0,0,205895.34665952876,0,50000,0,0,1,1
USER_009384,1,2020,5,72437.76291449825,6,1,1,2,0,0,125709.10067308854,25000,100000,0,0,1,3
USER_008647,1,2020,5,82805.29680404141,1,0,0,0,0,0,120285.93545329907,0,0,0,0,1,0
USER_008154,1,2020,5,14371.01418143901,4,1,0,1,0,0,12057.605371161002,25000,50000,0,0,1,2
USER_003664,1,2020,5,172145.63999724353,8,2,0,3,0,1,253840.0019361291,50000,150000,35000,0,1,3
USER_004263,1,2020,5,18405.134981554696,3,0,0,1,0,0,30758.13877889563,0,50000,0,0,1,1
USER_003818,1,2020,5,29983.586590972845,2,0,0,0,0,0,45438.239716210555,0,0,0,0,1,0
USER_002954,1,2020,5,65331.17533941158,1,0,0,0,0,0,93987.1854798182,0,0,0,0,1,0
USER_001545,1,2020,5,49571.89044498699,8,2,1,3,0,1,70447.20754818813,50000,150000,35000,0,1,4
USER_002265,1,2020,5,10528.960093846337,3,0,0,1,0,0,20370.57165124408,0,50000,0,0,1,1
USER_001463,1,2020,5,153606.5120446839,5,1,1,2,0,0,264730.62906113203,25000,100000,0,0,1,3
USER_000553,1,2020,5,18337.806359723167,5,1,0,2,0,0,16865.405468768033,25000,100000,0,0,1,2
USER_006988,1,2020,5,33864.381625111484,1,0,0,0,0,0,56397.63572081033,0,0,0,0,1,0
USER_006945,1,2020,5,25948.553136956776,3,0,1,1,0,0,56813.90899750397,0,50000,0,0,1,2
USER_007730,1,2020,5,223759.08051078997,2,0,0,0,0,0,332330.7295593611,0,0,0,0,1,0
USER_009382,1,2020,5,59872.83240839978,9,2,1,3,0,1,83878.48238584455,50000,150000,35000,0,1,4
USER_006190,1,2020,5,98425.69944118401,1,0,0,0,0,0,150153.43054177152,0,0,0,0,1,0
USER_005863,1,2020,5,118332.10789922671,4,1,0,1,0,0,171944.75395855762,25000,50000,0,0,1,2
USER_005128,1,2020,5,3980.720210911508,4,1,0,1,0,0,-5520.736969078734,25000,50000,0,0,1,2
USER_003817,1,2020,5,102731.80453243095,5,1,1,2,0,0,158562.52192994038,25000,100000,0,0,1,3
USER_006189,1,2020,5,93296.02013546067,5,1,0,2,0,0,156712.6861165638,25000,100000,0,0,1,2
USER_008098,1,2020,5,19370.355850165837,1,0,0,0,0,0,31944.21994072471,0,0,0,0,1,0
USER_001204,1,2020,5,12636.88384648962,3,0,0,1,0,0,24791.41998838182,0,50000,0,0,1,1
USER_009978,1,2020,5,21163.015739317285,8,2,1,3,0,1,17255.38552361927,50000,150000,35000,0,1,4
USER_005642,1,2020,5,35416.318983904865,4,1,1,1,0,0,53659.1914269131,25000,50000,0,0,1,3
USER_006892,1,2020,5,34030.44769797736,3,0,0,1,0,0,57622.18013512152,0,50000,0,0,1,1
USER_005059,1,2020,5,50286.67707470297,4,1,1,1,0,0,76878.435894366,25000,50000,0,0,1,3
USER_009217,1,2020,5,29230.045605604275,3,0,0,1,0,0,27110.004335421174,0,50000,0,0,1,1
USER_008911,1,2020,5,50234.094444609465,6,1,1,2,0,0,80064.99489400536,25000,100000,0,0,1,3
USER_009692,1,2020,5,38667.48155061675,8,2,1,3,0,1,61113.76373737142,50000,150000,35000,0,1,4
USER_003688,1,2020,5,11355.664513377405,0,0,0,0,0,0,29185.847318450244,0,0,0,0,0,0
USER_007126,1,2020,5,10676.782736536534,3,0,0,1,0,0,-12606.309845300411,0,50000,0,0,1,1
USER_005553,1,2020,5,29316.99598899504,7,1,1,2,0,1,42044.23468211834,25000,100000,35000,0,1,4
USER_002617,1,2020,5,50400.23238087586,5,1,1,2,0,0,67140.74535292048,25000,100000,0,0,1,3
USER_009528,1,2020,5,21085.247005303376,2,0,0,0,0,0,52909.96374440719,0,0,0,0,1,0
USER_007714,1,2020,5,4095.988330126556,3,0,0,1,0,0,-6416.384309633353,0,50000,0,0,1,1
USER_007090,1,2020,5,4715.393437372506,2,0,0,0,0,0,-3607.9949439088214,0,0,0,0,1,0
USER_003602,1,2020,5,30424.607052650976,6,1,1,2,0,0,40086.11134696062,25000,100000,0,0,1,3
USER_008183,1,2020,5,8754.332778650434,0,0,0,0,0,0,4243.099575022876,0,0,0,0,0,0
USER_004080,1,2020,5,13573.634822739457,4,1,0,1,0,0,26412.60747379495,25000,50000,0,0,1,2
USER_007463,1,2020,5,21032.0531179229,5,1,1,2,0,0,16818.952129600526,25000,100000,0,0,1,3
USER_009667,1,2020,5,67894.63139427685,3,0,0,1,0,0,99161.50470299817,0,50000,0,0,1,1
USER_004441,1,2020,5,31169.6892265563,5,1,1,2,0,0,46597.9047921319,25000,100000,0,0,1,3
USER_004038,1,2020,5,100963.18270929802,6,1,1,2,0,0,139049.0070147853,25000,100000,0,0,1,3
USER_001323,1,2020,5,35535.56446514286,3,0,0,1,0,0,43337.37392403438,0,50000,0,0,1,1
USER_000729,1,2020,5,164695.88892904096,6,1,1,2,0,0,242444.7903144213,25000,100000,0,0,1,3
USER_008472,1,2020,5,21217.16703613894,5,1,0,2,0,0,17905.34999654319,25000,100000,0,0,1,2
USER_008641,1,2020,5,17000.326052207125,4,1,0,1,0,0,42379.565774025745,25000,50000,0,0,1,2
USER_007322,1,2020,5,59423.66969430054,3,0,0,1,0,0,84058.77490359364,0,50000,0,0,1,1
USER_006262,1,2020,5,30294.514567512502,3,0,0,1,0,0,37890.031469365815,0,50000,0,0,1,1
USER_005573,1,2020,5,129821.5744388178,6,1,1,2,0,0,198283.83950077894,25000,100000,0,0,1,3
USER_002687,1,2020,5,34440.378525866676,3,0,0,1,0,0,51699.77366381719,0,50000,0,0,1,1
USER_002809,1,2020,5,125500.15178949146,0,0,0,0,0,0,193854.43254290958,0,0,0,0,0,0
USER_001139,1,2020,5,21151.514934985593,2,0,0,0,0,0,30401.567944419952,0,0,0,0,1,0
USER_007791,1,2020,5,54998.482816904296,2,0,0,0,0,0,83107.4149753983,0,0,0,0,1,0
USER_005785,1,2020,5,55948.287837034775,6,1,1,2,0,0,84977.22918603988,25000,100000,0,0,1,3
USER_000403,1,2020,5,122285.70095773034,1,0,0,0,0,0,186305.98511587543,0,0,0,0,1,0
USER_002135,1,2020,5,80568.30829288611,2,0,0,0,0,0,139001.8194294107,0,0,0,0,1,0
USER_007348,1,2020,5,52736.499749428185,2,0,1,0,0,0,75541.87651781431,0,0,0,0,1,1
USER_003991,1,2020,5,16574.148398531845,1,0,0,0,0,0,29361.857040300165,0,0,0,0,1,0
USER_004059,1,2020,5,17195.42800910206,3,0,0,1,0,0,19215.163520059526,0,50000,0,0,1,1
USER_001025,1,2020,5,35438.85668931392,4,1,0,1,0,0,36296.74224621735,25000,50000,0,0,1,2
USER_009085,1,2020,5,48774.3809014601,3,0,0,1,0,0,77276.15579035206,0,50000,0,0,1,1
USER_008965,1,2020,5,36402.72324978677,4,1,0,1,0,0,49605.23934297893,25000,50000,0,0,1,2
USER_000792,1,2020,5,22244.272204613426,3,0,0,1,0,0,27644.619621744205,0,50000,0,0,1,1
USER_009102,1,2020,5,15634.186247395892,6,1,0,2,0,0,33835.39863218416,25000,100000,0,0,1,2
USER_000819,1,2020,5,312788.45555954654,2,0,0,0,0,0,471709.7796856912,0,0,0,0,1,0
USER_002572,1,2020,5,149766.68155754032,6,1,1,2,0,0,214539.1182567685,25000,100000,0,0,1,3
USER_004043,1,2020,5,105109.18239799715,10,2,2,4,1,1,154771.53290405407,50000,200000,35000,40000,1,5
USER_009831,1,2020,5,29506.831413508633,8,2,1,3,0,1,61289.307217065085,50000,150000,35000,0,1,4
USER_003257,1,2020,5,121404.5022545617,7,1,1,2,0,1,185203.24856710917,25000,100000,35000,0,1,4
USER_008445,1,2020,5,19662.262061141948,4,1,0,1,0,0,44173.97562277848,25000,50000,0,0,1,2
USER_005100,1,2020,5,16365.614366297641,6,1,0,2,0,0,18389.45105858717,25000,100000,0,0,1,2
USER_003036,1,2020,5,19754.692124104946,2,0,0,0,0,0,41867.224368098614,0,0,0,0,1,0
USER_002746,1,2020,5,32377.14014566722,4,1,1,1,0,0,52087.79991163552,25000,50000,0,0,1,3
USER_007304,1,2020,5,132651.7316181514,5,1,0,2,0,0,181736.49162969642,25000,100000,0,0,1,2
USER_005432,1,2020,5,49439.86640842185,8,2,1,3,0,1,69462.96901991854,50000,150000,35000,0,1,4
USER_009862,1,2020,5,7387.4039811493285,6,1,0,2,0,0,25611.602959062868,25000,100000,0,0,1,2
USER_007968,1,2020,5,33329.38075869048,5,1,1,2,0,0,49418.05865588184,25000,100000,0,0,1,3
USER_001941,1,2020,5,61754.42307581821,5,1,0,2,0,0,86045.05628924578,25000,100000,0,0,1,2
USER_001451,1,2020,5,88860.00582025728,4,1,0,1,0,0,122136.5120189967,25000,50000,0,0,1,2
USER_007485,1,2020,5,38030.20276637131,5,1,1,2,0,0,67423.45009612509,25000,100000,0,0,1,3
USER_000439,1,2020,5,81387.53158619505,4,1,1,1,0,0,135603.40450892795,25000,50000,0,0,1,3
USER_000978,1,2020,5,21398.653328342207,3,0,1,1,0,0,24674.66138032036,0,50000,0,0,1,2
USER_000444,1,2020,5,67448.52777078522,3,0,0,1,0,0,85622.76271341479,0,50000,0,0,1,1
USER_003757,1,2020,5,10465.635798360869,6,1,0,2,0,0,27420.98898235899,25000,100000,0,0,1,2
USER_007815,1,2020,5,28432.933117818102,2,0,0,0,0,0,22355.88216974018,0,0,0,0,1,0
USER_006006,1,2020,5,48636.794915987484,1,0,0,0,0,0,76907.61444487562,0,0,0,0,1,0
USER_009245,1,2020,5,214949.51515035235,7,1,1,2,0,1,320825.7160351369,25000,100000,35000,0,1,4
USER_004909,1,2020,5,46645.8925426592,1,0,0,0,0,0,66939.32959033188,0,0,0,0,1,0
USER_008383,1,2020,5,6010.552167741103,1,0,0,0,0,0,2663.2735669589993,0,0,0,0,1,0
USER_004780,1,2020,5,102771.11516878821,2,0,1,0,0,0,148756.99192025443,0,0,0,0,1,1
USER_009895,1,2020,5,20211.499362941126,5,1,1,2,0,0,29647.900403904678,25000,100000,0,0,1,3
USER_001459,1,2020,5,30550.300834069203,6,1,0,2,0,0,41194.42497646815,25000,100000,0,0,1,2
USER_000412,1,2020,5,59042.9551556666,5,1,1,2,0,0,90891.4986045242,25000,100000,0,0,1,3
